curie,label,group,in_old,new_term,reparented,rel_added,rel_removed,def_changed,syn_added,depth_new,depth_old,obsoleted
HP:0000010,Recurrent urinary tract infections,Infections,True,False,True,1,1,False,0,4.0,4.0,False
HP:0000024,Prostatitis,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0000031,Epididymitis,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0000099,Glomerulonephritis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0000123,Nephritis,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0000166,Severe periodontitis,Infections,True,False,True,1,1,True,3,6.0,5.0,False
HP:0000230,Gingivitis,Infections,True,False,True,1,0,True,1,5.0,,False
HP:0000246,Sinusitis,Infections,True,False,True,1,0,False,0,4.0,4.0,False
HP:0000255,Acute sinusitis,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0000371,Acute otitis media,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0000388,Otitis media,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0000389,Chronic otitis media,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0000403,Recurrent otitis media,Infections,True,False,False,0,0,False,0,4.0,4.0,False
HP:0000491,Keratitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0000498,Blepharitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0000509,Conjunctivitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0000554,Uveitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0000704,Periodontitis,Other immune,True,False,False,0,0,False,1,4.0,4.0,False
HP:0000777,Abnormal thymus morphology,Other immune,True,False,False,0,0,False,0,2.0,2.0,False
HP:0000778,Hypoplasia of the thymus,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0000793,Membranoproliferative glomerulonephritis,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0000872,Hashimoto thyroiditis,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0000964,Eczematoid dermatitis,Other immune,True,False,False,0,0,False,1,5.0,5.0,False
HP:0000988,Skin rash,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0000999,Pyoderma,Infections,True,False,False,0,0,False,0,6.0,6.0,False
HP:0001019,Erythroderma,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0001047,Atopic dermatitis,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0001051,Seborrheic dermatitis,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0001055,Erysipelas,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0001061,Acne,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0001082,Cholecystitis,Infections,True,False,True,1,0,False,2,5.0,,False
HP:0001094,Iridocyclitis,Other immune,True,False,False,0,0,False,0,7.0,7.0,False
HP:0001096,Keratoconjunctivitis,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0001097,Keratoconjunctivitis sicca,Other immune,True,False,False,0,0,False,0,7.0,7.0,False
HP:0001287,Meningitis,Infections,True,False,False,0,0,False,2,5.0,5.0,False
HP:0001412,Enteroviral hepatitis,Infections,True,False,False,0,0,False,0,8.0,6.0,False
HP:0001433,Hepatosplenomegaly,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0001581,Recurrent skin infections,Infections,True,False,True,1,1,False,1,5.0,5.0,False
HP:0001701,Pericarditis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0001733,Pancreatitis,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0001735,Acute pancreatitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0001743,Abnormality of the spleen,Other immune,True,False,False,0,0,False,0,2.0,2.0,False
HP:0001744,Splenomegaly,Other immune,True,False,False,0,0,False,1,4.0,4.0,False
HP:0001746,Asplenia,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0001747,Accessory spleen,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0001748,Polysplenia,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0001874,Abnormality of neutrophils,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0001875,Decreased total neutrophil count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,7.0,7.0,False
HP:0001879,Abnormal eosinophil morphology,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0001880,Increased total eosinophil count,"Flow cytometry /
immunophenotyping",True,False,True,0,1,False,2,7.0,6.0,False
HP:0001881,Abnormal leukocyte morphology,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,3.0,3.0,False
HP:0001882,Decreased total leukocyte count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,5.0,5.0,False
HP:0001886,Foot osteomyelitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0001888,Decreased total lymphocyte count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,6.0,6.0,False
HP:0001890,Autoimmune hemolytic anemia,Other immune,True,False,True,1,1,False,0,4.0,3.0,False
HP:0001904,Autoimmune neutropenia,"Flow cytometry /
immunophenotyping",True,False,True,1,1,True,1,4.0,3.0,False
HP:0001909,Leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,4.0,4.0,False
HP:0001911,Abnormal granulocyte morphology,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,5.0,5.0,False
HP:0001912,Abnormal basophil morphology,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0001913,Decreased total granulocyte count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,1,6.0,6.0,False
HP:0001922,Vacuolated lymphocytes,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,5.0,5.0,False
HP:0001971,Hypersplenism,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0001973,Autoimmune thrombocytopenia,Other immune,True,False,True,1,1,False,0,4.0,3.0,False
HP:0001974,Increased total leukocyte count,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,5.0,5.0,False
HP:0001982,Sea-blue histiocytosis,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0001983,Reduced lymphocyte surface expression of CD43,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0002037,Inflammation of the large intestine,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0002090,Pneumonia,Infections,True,False,True,1,1,False,0,4.0,4.0,False
HP:0002099,Asthma,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0002100,Recurrent aspiration pneumonia,Infections,True,False,False,0,0,False,1,6.0,6.0,False
HP:0002205,Recurrent respiratory infections,Infections,True,False,False,0,0,False,0,4.0,4.0,False
HP:0002383,Infectious encephalitis,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0002488,Acute leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,5.0,5.0,False
HP:0002563,Constrictive pericarditis,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0002583,Colitis,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0002586,Peritonitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0002593,Intestinal lymphangiectasia,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0002608,Celiac disease,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0002715,Abnormality of the immune system,Other immune,True,False,False,0,0,False,0,0.0,0.0,False
HP:0002716,Lymphadenopathy,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0002718,Recurrent bacterial infections,Infections,True,False,False,0,0,True,0,4.0,4.0,False
HP:0002719,Recurrent infections,Infections,True,False,False,0,0,True,0,3.0,3.0,False
HP:0002720,Decreased circulating IgA concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0002721,Immunodeficiency,Other immune,True,False,False,0,0,False,0,2.0,2.0,False
HP:0002722,Recurrent abscess formation,Infections,True,False,False,0,0,False,0,4.0,4.0,False
HP:0002723,Absence of bactericidal oxidative respiratory burst in phagocytes,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0002724,Recurrent Aspergillus infection,Infections,True,False,True,1,0,True,4,5.0,5.0,False
HP:0002725,Systemic lupus erythematosus,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0002726,Recurrent Staphylococcus aureus infection,Infections,True,False,True,1,0,True,2,6.0,6.0,False
HP:0002728,Recurrent mucocutaneous candidiasis,Infections,True,False,True,1,0,False,2,5.0,6.0,False
HP:0002729,Follicular hyperplasia,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0002730,Chronic noninfectious lymphadenopathy,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0002731,Decreased T cell apoptosis,Other immune,True,False,False,0,0,True,0,6.0,5.0,False
HP:0002732,Lymph node hypoplasia,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0002733,Abnormal lymph node morphology,Other immune,True,False,False,0,0,False,0,2.0,2.0,False
HP:0002740,Recurrent Escherichia coli infection,Infections,True,False,True,1,0,True,4,6.0,6.0,False
HP:0002741,Recurrent Serratia infection,Infections,True,False,True,1,0,True,5,6.0,6.0,False
HP:0002742,Recurrent Klebsiella infection,Infections,True,False,True,1,0,True,5,6.0,6.0,False
HP:0002743,Recurrent enteroviral infections,Infections,True,False,False,0,0,True,0,5.0,5.0,False
HP:0002754,Osteomyelitis,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0002783,Recurrent lower respiratory tract infections,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0002788,Recurrent upper respiratory tract infections,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0002837,Recurrent bronchitis,Infections,True,False,False,0,0,False,0,6.0,6.0,False
HP:0002840,Lymphadenitis,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0002841,Recurrent fungal infections,Infections,True,False,False,0,0,True,0,4.0,4.0,False
HP:0002842,Recurrent Burkholderia cepacia infection,Infections,True,False,True,1,0,True,4,6.0,6.0,False
HP:0002843,Abnormal T cell morphology,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,0,5.0,5.0,False
HP:0002846,Abnormal B cell morphology,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,5.0,5.0,False
HP:0002847,Impaired memory B cell generation,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0002848,Decreased specific anti-polysaccharide antibody concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,4.0,4.0,False
HP:0002849,Absence of lymph node germinal center,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0002850,Decreased circulating IgM concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0002851,Increased double-negative T cell number,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,2,8.0,9.0,False
HP:0002853,Increased HLA-DR+ CD4+ T cell proportion,"Flow cytometry /
immunophenotyping",True,False,True,2,1,True,3,9.0,8.0,False
HP:0002923,Rheumatoid factor positive,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0002955,Granulomatosis,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0002958,Immune dysregulation,Other immune,True,False,False,0,0,False,0,2.0,2.0,False
HP:0002959,Impaired Ig class switch recombination,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0002960,Autoimmunity,Other immune,True,False,False,0,0,False,0,2.0,2.0,False
HP:0002963,Abnormal delayed hypersensitivity skin test,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0002965,Cutaneous anergy,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0002971,Absent microvilli on the surface of peripheral blood lymphocytes,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,5.0,5.0,False
HP:0002972,Reduced delayed hypersensitivity,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0003139,Panhypogammaglobulinemia,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0003193,Allergic rhinitis,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0003203,Decreased neutrophil oxidative burst,"Flow cytometry /
immunophenotyping",True,False,True,1,1,True,3,4.0,9.0,False
HP:0003212,Increased circulating IgE concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0003237,Increased circulating IgG concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0003261,Increased circulating IgA concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0003262,Anti-smooth muscle antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0003357,Thymic hormone decreased,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0003453,Antineutrophil antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0003454,Platelet antibody positive,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0003459,Polyclonal elevation of circulating IgM concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0003460,Chronic decreased circulating IgA concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0003493,Antinuclear antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0003496,Increased circulating IgM concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0003613,Antiphospholipid antibody positivity,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0003729,Enteroviral dermatomyositis syndrome,Infections,True,False,False,0,0,False,0,6.0,6.0,False
HP:0003759,Hypoplasia of lymphatic vessels,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0003765,Psoriasiform dermatitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0004311,Abnormal macrophage morphology,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,5.0,5.0,False
HP:0004313,Decreased circulating immunoglobulin concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,4.0,4.0,False
HP:0004315,Decreased circulating IgG concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0004332,Abnormal lymphocyte morphology,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,4.0,4.0,False
HP:0004333,Bone-marrow foam cells,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0004386,Gastrointestinal inflammation,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0004387,Enterocolitis,Other immune,True,False,False,0,0,False,0,7.0,7.0,False
HP:0004429,Recurrent viral infections,Infections,True,False,False,0,0,True,0,4.0,4.0,False
HP:0004430,Severe combined immunodeficiency,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0004431,Reduced circulating complement concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,4.0,4.0,False
HP:0004432,Agammaglobulinemia,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0004433,Decreased secretory IgA concentration,Other immune,True,False,False,0,0,False,0,7.0,7.0,False
HP:0004434,Decreased circulating complement C8 concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0004469,Chronic bronchitis,Infections,True,False,False,0,0,False,0,6.0,,False
HP:0004787,Fulminant hepatitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0004798,Recurrent infection of the gastrointestinal tract,Infections,True,False,True,1,1,False,0,4.0,4.0,False
HP:0004808,Acute myeloid leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0004812,B Acute Lymphoblastic Leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,7.0,7.0,False
HP:0004820,Acute myelomonocytic leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0004821,Hypersegmentation of neutrophil nuclei,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,8.0,8.0,False
HP:0004836,Acute promyelocytic leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0004845,Acute monocytic leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0004848,Ph-positive acute lymphoblastic leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,7.0,7.0,False
HP:0004880,Respiratory infections in early life,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0004891,Recurrent infections due to aspiration,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005010,Osteomyelitis leading to amputation due to slow healing fractures,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005183,Pericardial lymphangiectasia,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0005202,Helicobacter pylori infection,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005215,Frequent Giardia lamblia infestation,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005224,Rectal abscess,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0005236,Chronic calcifying pancreatitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005339,Abnormality of complement system,"Antibodies /
humoral",True,False,False,0,0,False,0,3.0,3.0,False
HP:0005352,Severe T-cell immunodeficiency,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0005353,Recurrent herpes,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005356,Decreased circulating complement factor I concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0005357,Defective B cell differentiation,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0005359,Aplasia of the thymus,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0005360,Susceptibility to chickenpox,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005363,Humoral immunodeficiency,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0005366,Recurrent streptococcus pneumoniae infections,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005368,Abnormality of humoral immunity,"Antibodies /
humoral",True,False,False,0,0,False,0,2.0,2.0,False
HP:0005369,Decreased circulating complement factor H concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0005372,Abnormal B cell physiology,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0005374,Cellular immunodeficiency,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0005376,Recurrent Haemophilus influenzae infection,Infections,True,False,True,1,0,True,4,6.0,6.0,False
HP:0005381,Recurrent Neisseria meningitidis infection,Infections,True,False,True,1,0,True,4,6.0,7.0,False
HP:0005384,Defective B cell activation,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005386,Recurrent protozoan infections,Infections,True,False,False,0,0,True,0,4.0,4.0,False
HP:0005387,Combined immunodeficiency,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0005389,Depletion of components of the alternative complement pathway,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0005390,Recurrent opportunistic infections,Infections,True,False,False,0,0,True,0,4.0,4.0,False
HP:0005396,Susceptibility to coronavirus 229e,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005400,Reduction of neutrophil motility,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,4.0,8.0,False
HP:0005401,Recurrent Candida infection,Infections,True,False,True,1,0,True,4,5.0,5.0,False
HP:0005403,Decreased total T cell count,"Flow cytometry /
immunophenotyping",True,False,True,1,2,True,4,8.0,7.0,False
HP:0005404,Increased total B cell count,"Flow cytometry /
immunophenotyping",True,False,True,0,1,True,1,7.0,7.0,False
HP:0005406,Recurrent bacterial skin infections,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005411,Chronic intestinal candidiasis,Infections,True,False,False,0,0,False,0,6.0,7.0,False
HP:0005415,Decreased total CD8+ T cell proportion,"Flow cytometry /
immunophenotyping",True,False,True,1,2,True,1,9.0,8.0,False
HP:0005416,Decreased circulating complement factor B concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0005419,Decreased T cell activation,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0005420,Recurrent gram-negative bacterial infections,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005421,Decreased circulating complement C3 concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0005422,Absence of CD8+ T cells,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,1,10.0,9.0,False
HP:0005423,Dysfunctional alternative complement pathway,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0005424,Absent specific antibody response,"Antibodies /
humoral",True,False,False,0,0,True,0,4.0,4.0,False
HP:0005425,Recurrent sinopulmonary infections,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005428,Severe recurrent varicella,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0005429,Recurrent systemic pyogenic infections,Infections,True,False,False,0,0,True,0,5.0,5.0,False
HP:0005430,Recurrent Neisserial infections,Infections,True,False,False,0,0,False,0,6.0,6.0,False
HP:0005432,Transient hypogammaglobulinemia of infancy,"Antibodies /
humoral",True,False,False,0,0,True,0,5.0,5.0,False
HP:0005437,Recurrent infections in infancy and early childhood,Infections,True,False,False,0,0,False,0,4.0,4.0,False
HP:0005479,Decreased circulating IgE concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0005482,Abnormality of the alternative complement pathway,"Antibodies /
humoral",True,False,False,0,0,False,0,4.0,4.0,False
HP:0005506,Chronic myelogenous leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0005508,Monoclonal elevation of circulating IgM concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0005526,Lymphoid leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,5.0,5.0,False
HP:0005531,Biphenotypic acute leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0005534,Transient myeloproliferative syndrome,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0005539,T cell chronic lymphocytic lymphoma/leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0005541,Congenital agranulocytosis,"Flow cytometry /
immunophenotyping",True,False,False,0,0,True,0,8.0,8.0,False
HP:0005547,Myeloproliferative disorder,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,5.0,5.0,False
HP:0005550,Chronic lymphatic leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0005558,Chronic leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,5.0,5.0,False
HP:0005661,Salmonella osteomyelitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0006268,Fluctuating splenomegaly,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0006270,Hypoplastic spleen,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0006273,Pancreatic lymphangiectasis,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0006280,Chronic pancreatitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0006521,Pulmonary lymphangiectasia,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
HP:0006529,Abnormal pulmonary lymphatics,Other immune,True,False,False,0,0,False,0,2.0,2.0,False
HP:0006531,Pleural lymphangiectasia,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0006532,Recurrent pneumonia,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0006538,Recurrent bronchopulmonary infections,Infections,True,False,False,0,0,False,1,5.0,5.0,False
HP:0006562,Viral hepatitis,Infections,True,False,True,1,1,False,0,7.0,5.0,False
HP:0006572,Subacute progressive viral hepatitis,Infections,True,False,False,0,0,False,0,8.0,6.0,False
HP:0006689,Bacterial endocarditis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0006721,Acute lymphoblastic leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0006727,T-cell acute lymphoblastic leukemias,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,7.0,7.0,False
HP:0006733,Acute megakaryocytic leukemia,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,6.0,6.0,False
HP:0006946,Recurrent meningitis,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0007041,Chronic lymphocytic meningitis,Infections,True,False,False,0,0,False,0,6.0,6.0,False
HP:0007274,Recurrent bacterial meningitis,Infections,True,False,True,1,0,False,0,5.0,6.0,False
HP:0007381,Congenital exfoliative erythroderma,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0007408,Tegumentary leishmaniasis susceptibility,Infections,True,False,False,0,0,False,0,5.0,5.0,False
HP:0007417,Discoid lupus rash,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0007473,Crusting erythematous dermatitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0007499,Recurrent staphylococcal infections,Infections,True,False,False,0,0,True,0,5.0,5.0,False
HP:0007569,Generalized seborrheic dermatitis,Other immune,True,False,False,0,0,False,0,7.0,7.0,False
HP:0007573,Late onset atopic dermatitis,Other immune,True,False,False,0,0,False,0,7.0,7.0,False
HP:0007626,Mandibular osteomyelitis,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0007717,Chronic irritative conjunctivitis,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0007813,Nongranulomatous uveitis,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0007879,Allergic conjunctivitis,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0008229,Thyroid lymphangiectasia,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0008264,Neutrophil inclusion bodies,"Flow cytometry /
immunophenotyping",True,False,False,0,0,False,0,8.0,8.0,False
HP:0008290,Partial complement factor H deficiency,"Antibodies /
humoral",True,False,False,0,0,False,0,6.0,6.0,False
HP:0008338,Partial functional complement factor D deficiency,"Antibodies /
humoral",True,False,False,0,0,False,0,5.0,5.0,False
HP:0008348,Decreased circulating IgG2 concentration,"Antibodies /
humoral",True,False,False,0,0,False,0,7.0,7.0,False
HP:0008653,Crescentic glomerulonephritis,Other immune,True,False,False,0,0,False,0,6.0,6.0,False
HP:0008940,Generalized lymphadenopathy,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0009098,Recurrent oral thrush,Infections,True,False,True,1,0,False,2,6.0,7.0,False
HP:0009710,Chilblains,Other immune,True,False,False,0,0,False,0,5.0,5.0,False
HP:0009789,Perianal abscess,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0009799,Supernumerary spleens,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0010280,Stomatitis,Other immune,True,False,False,0,0,False,1,4.0,4.0,False
HP:0010451,Aplasia/Hypoplasia of the spleen,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0010452,Ectopia of the spleen,Other immune,True,False,False,0,0,False,0,4.0,4.0,False
HP:0010515,Aplasia/Hypoplasia of the thymus,Other immune,True,False,False,0,0,False,0,3.0,3.0,False
